"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STATEFIP","COUNTYFIP","STRATA","GQ","PERNUM","PERWT","SEX","AGE","MARST","HISPAN","HISPAND","CITIZEN","RACASIAN","RACBLK","RACPACIS","RACWHT","RACOTHER","EDUC","EDUCD","EMPSTAT","EMPSTATD","LABFORCE","OCC2010","UHRSWORK","INCTOT","FTOTINC","POVERTY"
2022,202201,877596,2022010000099,610.61,2022008775961,36,61,416536,4,1,610.61,2,21,6,0,0,0,2,1,1,1,1,7,71,3,30,1,9920,0,0,9999999,0
2022,202201,877606,2022010000197,740.74,2022008776061,36,47,431236,4,1,740.74,1,33,2,0,0,0,1,1,1,2,1,6,63,3,30,1,9920,0,0,9999999,0
2022,202201,877616,2022010000332,30.03,2022008776161,36,119,310336,3,1,30.03,2,50,6,0,0,0,1,2,1,1,1,5,50,3,30,1,9920,0,0,9999999,0
2022,202201,877626,2022010000488,360.36,2022008776261,36,0,30036,4,1,360.36,2,56,2,0,0,2,1,1,1,2,1,6,63,3,30,1,9920,0,0,9999999,0
2022,202201,877636,2022010000648,700.7,2022008776361,36,0,70136,4,1,700.7,1,19,6,0,0,0,1,1,1,2,1,6,65,1,10,2,3950,20,6900,9999999,0
2022,202201,877646,2022010000775,330.33,2022008776461,36,55,90336,4,1,330.33,2,19,6,0,0,3,2,1,1,1,1,7,71,3,30,1,9920,0,0,9999999,0
2022,202201,877656,2022010000896,520.52,2022008776561,36,85,450236,3,1,520.52,2,59,4,0,0,0,1,1,1,2,1,6,63,3,30,1,9920,0,600,9999999,0
2022,202201,877666,2022010001026,610.61,2022008776661,36,103,330436,4,1,610.61,2,70,6,0,0,0,1,1,1,2,1,0,2,3,30,1,9920,0,20400,9999999,0
2022,202201,877676,2022010001127,320.32,2022008776761,36,87,300236,4,1,320.32,2,19,6,4,498,0,1,1,1,1,2,7,71,1,10,2,5860,12,630,9999999,0
2022,202201,877686,2022010001224,580.58,2022008776861,36,5,426336,4,1,580.58,1,32,2,4,428,3,1,1,1,2,2,6,61,1,10,2,6260,32,7800,9999999,0
2022,202201,877696,2022010001406,670.67,2022008776961,36,63,110236,3,1,670.67,1,95,5,0,0,0,1,1,1,2,1,11,114,3,30,1,9920,0,13400,9999999,0
2022,202201,877706,2022010001606,140.14,2022008777061,36,0,80036,4,1,140.14,2,64,6,0,0,0,1,1,1,2,1,0,2,3,30,1,9920,0,12700,9999999,0
2022,202201,877716,2022010001828,160.16,2022008777161,36,71,290236,3,1,160.16,1,95,6,0,0,0,1,1,1,2,1,6,63,3,30,1,9920,0,18000,9999999,0
2022,202201,877726,2022010001915,110.11,2022008777261,36,29,120636,4,1,110.11,1,29,6,0,0,0,1,1,1,2,1,6,64,3,30,1,9920,0,12450,9999999,0
2022,202201,877736,2022010002117,230.23,2022008777361,36,0,50036,3,1,230.23,2,74,6,0,0,0,1,1,1,2,1,6,63,3,30,1,9920,0,13000,9999999,0
2022,202201,877746,2022010002234,260.26,2022008777461,36,0,280336,3,1,260.26,1,25,6,0,0,0,1,2,1,1,1,4,40,3,30,1,9920,0,0,9999999,0
2022,202201,877756,2022010002340,560.56,2022008777561,36,29,120336,3,1,560.56,2,69,6,0,0,0,1,1,1,2,1,6,63,3,30,1,9920,0,26000,9999999,0
2022,202201,877766,2022010002540,730.73,2022008777661,36,119,310236,3,1,730.73,1,40,6,4,460,1,1,1,1,1,2,6,61,3,30,1,9920,0,0,9999999,0
2022,202201,877776,2022010002650,510.51,2022008777761,36,103,331036,3,1,510.51,1,83,5,0,0,0,1,1,1,2,1,11,114,3,30,1,9920,0,17300,9999999,0
2022,202201,877786,2022010002752,370.37,2022008777861,36,103,330436,4,1,370.37,1,20,6,2,200,0,1,2,1,1,1,6,63,3,30,1,4130,24,7500,9999999,0
2022,202201,877796,2022010002894,550.55,2022008777961,36,71,290336,4,1,550.55,1,21,6,0,0,0,1,1,1,2,1,6,63,1,14,2,9820,99,10000,9999999,0
2022,202201,877806,2022010003063,40.04,2022008778061,36,29,120236,4,1,40.04,2,19,6,0,0,0,1,1,1,2,1,7,71,3,30,1,9920,0,0,9999999,0
2022,202201,877816,2022010003262,520.52,2022008778161,36,103,330336,3,1,520.52,1,71,6,0,0,0,1,1,1,2,1,2,23,3,30,1,9920,0,0,9999999,0
2022,202201,877826,2022010003428,370.37,2022008778261,36,85,450236,3,1,370.37,1,52,6,0,0,0,1,2,1,1,1,6,63,3,30,1,9920,0,500,9999999,0
2022,202201,877836,2022010003621,660.66,2022008778361,36,85,450236,4,1,660.66,2,19,6,0,0,0,1,2,1,1,1,7,71,1,10,2,5860,12,630,9999999,0
2022,202201,877846,2022010003740,510.51,2022008778461,36,29,120636,4,1,510.51,1,18,6,0,0,0,1,1,1,2,1,6,63,3,30,1,4720,0,0,9999999,0
2022,202201,877856,2022010003862,660.66,2022008778561,36,61,412136,4,1,660.66,2,19,6,0,0,0,1,1,1,2,1,6,63,1,10,2,4050,20,11000,9999999,0
2022,202201,877866,2022010003972,760.76,2022008778661,36,81,440836,4,1,760.76,2,17,6,0,0,0,1,1,1,2,1,8,81,3,30,1,4720,25,8700,9999999,0
2022,202201,877876,2022010004091,560.56,2022008778761,36,1,200136,3,1,560.56,2,79,6,0,0,0,1,1,1,2,1,6,63,3,30,1,9920,0,11600,9999999,0
2022,202201,877886,2022010004232,60.06,2022008778861,36,0,20036,3,1,60.06,1,33,5,0,0,0,1,1,1,2,1,3,30,3,30,1,9920,0,0,9999999,0
2022,202201,877896,2022010004368,270.27,2022008778961,36,0,130036,4,1,270.27,1,47,6,0,0,0,1,2,1,1,1,0,2,3,30,1,9920,0,5000,9999999,0
2022,202201,877906,2022010004442,880.88,2022008779061,36,61,416536,4,1,880.88,1,19,6,4,498,0,1,1,1,2,2,6,63,3,30,1,9920,0,0,9999999,0
2022,202201,877916,2022010004599,610.61,2022008779161,36,0,40336,4,1,610.61,2,18,6,0,0,0,1,1,1,2,1,6,63,3,30,1,4130,10,5500,9999999,0
2022,202201,877926,2022010004729,90.09,2022008779261,36,29,120336,4,1,90.09,1,64,6,0,0,0,1,1,1,2,1,0,2,3,30,1,9920,0,2500,9999999,0
2022,202201,877936,2022010004894,820.82,2022008779361,36,61,410936,4,1,820.82,2,22,6,4,498,0,1,1,1,2,2,8,81,3,30,1,9920,0,0,9999999,0
2022,202201,877946,2022010005026,450.45,2022008779461,36,0,210036,3,1,450.45,2,72,6,0,0,0,1,1,1,2,1,10,101,3,30,1,9920,0,19800,9999999,0
2022,202201,877956,2022010005125,260.26,2022008779561,36,5,420936,3,1,260.26,2,56,6,0,0,0,1,2,1,1,1,6,63,3,30,1,9920,0,0,9999999,0
2022,202201,877966,2022010005299,500.5,2022008779661,36,81,441136,3,1,500.5,1,48,6,4,498,0,1,1,1,2,2,6,63,3,30,1,9920,0,7200,9999999,0
2022,202201,877976,2022010005415,120.12,2022008779761,36,0,270136,4,1,120.12,1,28,6,0,0,0,1,2,1,1,1,5,50,3,30,1,9920,0,7500,9999999,0
2022,202201,877986,2022010005569,610.61,2022008779861,36,0,30036,3,1,610.61,1,42,6,0,0,3,1,2,1,1,1,6,64,3,30,1,9920,0,0,9999999,0
2022,202201,877996,2022010005659,20.02,2022008779961,36,1,200236,3,1,20.02,2,89,5,0,0,0,1,1,1,2,1,6,63,3,30,1,9920,0,22500,9999999,0
2022,202201,878006,2022010005834,250.25,2022008780061,36,61,410936,4,1,250.25,2,21,6,0,0,0,1,1,1,2,1,7,71,1,10,2,4700,10,10000,9999999,0
2022,202201,878016,2022010005978,320.32,2022008780161,36,93,170036,4,1,320.32,1,21,6,0,0,0,1,1,1,2,1,7,71,1,10,2,4430,10,10000,9999999,0
2022,202201,878026,2022010006098,210.21,2022008780261,36,29,120336,3,1,210.21,1,36,6,0,0,0,1,1,1,2,1,2,26,3,30,1,9920,0,0,9999999,0
2022,202201,878036,2022010006217,380.38,2022008780361,36,29,120236,4,1,380.38,2,18,6,0,0,0,1,2,1,1,1,6,65,3,30,1,4620,0,0,9999999,0
2022,202201,878046,2022010006357,540.54,2022008780461,36,55,90536,4,1,540.54,1,19,6,0,0,0,1,1,1,2,1,7,71,3,30,1,4030,5,470,9999999,0
2022,202201,878056,2022010006473,30.03,2022008780561,36,55,90636,4,1,30.03,1,21,6,0,0,0,2,1,1,1,1,7,71,3,30,1,1410,40,18050,9999999,0
2022,202201,878066,2022010006538,670.67,2022008780661,36,0,40336,4,1,670.67,2,18,6,0,0,0,1,1,1,2,1,6,63,3,30,1,4130,20,3500,9999999,0
2022,202201,878076,2022010006709,650.65,2022008780761,36,71,290336,4,1,650.65,1,22,6,0,0,0,1,1,1,2,1,7,71,3,30,1,3950,0,13200,9999999,0
2022,202201,878086,2022010006782,830.83,2022008780861,36,109,230036,4,1,830.83,1,20,6,0,0,0,1,1,1,2,1,6,65,1,10,2,2140,40,6000,9999999,0
2022,202201,878096,2022010006948,390.39,2022008780961,36,47,430236,4,1,390.39,2,18,6,0,0,3,2,1,1,1,1,7,71,3,30,1,9920,0,1000,9999999,0
2022,202201,878106,2022010007094,1351.35,2022008781061,36,81,440536,4,1,1351.35,1,23,6,0,0,0,1,1,1,2,1,2,26,3,30,1,9920,0,11600,9999999,0
2022,202201,878116,2022010007256,340.34,2022008781161,36,59,320636,4,1,340.34,2,19,6,0,0,0,1,1,1,2,1,7,71,1,10,2,2440,12,1000,9999999,0
2022,202201,878126,2022010007388,90.09,2022008781261,36,119,311036,4,1,90.09,2,20,6,0,0,0,1,1,1,2,1,7,71,1,10,2,4720,17,1600,9999999,0
2022,202201,878136,2022010007566,370.37,2022008781361,36,47,430236,4,1,370.37,1,1,6,0,0,0,1,2,1,1,1,0,1,0,0,0,9920,0,9999999,9999999,0
2022,202201,878146,2022010007746,110.11,2022008781461,36,47,430336,4,1,110.11,2,62,6,0,0,0,1,1,1,2,1,6,64,3,30,1,9920,0,12900,9999999,0
2022,202201,878156,2022010007887,450.45,2022008781561,36,0,270236,4,1,450.45,1,20,6,0,0,0,1,1,1,2,1,7,71,3,30,1,6260,40,8400,9999999,0
2022,202201,878166,2022010008080,1191.19,2022008781661,36,103,330936,4,1,1191.19,1,36,6,0,0,0,1,1,1,2,1,2,23,3,30,1,9920,0,12000,9999999,0
2022,202201,878176,2022010008196,150.15,2022008781761,36,47,431736,4,1,150.15,1,59,2,4,498,3,1,1,1,1,2,3,30,3,30,1,9920,0,2500,9999999,0
2022,202201,878186,2022010008340,320.32,2022008781861,36,0,280336,4,1,320.32,2,19,6,0,0,0,1,1,1,2,1,7,71,3,30,1,9920,0,0,9999999,0
2022,202201,878196,2022010008484,340.34,2022008781961,36,0,280336,3,1,340.34,2,84,2,0,0,2,1,1,1,2,1,6,63,3,30,1,9920,0,5800,9999999,0
2022,202201,878206,2022010008600,200.2,2022008782061,36,103,330536,4,1,200.2,2,89,6,0,0,0,1,1,1,2,1,10,101,3,30,1,9920,0,6400,9999999,0
2022,202201,878216,2022010008699,140.14,2022008782161,36,0,80036,4,1,140.14,1,37,6,0,0,0,1,2,1,1,1,0,2,3,30,1,9920,0,10100,9999999,0
2022,202201,878226,2022010008951,630.63,2022008782261,36,81,441436,4,1,630.63,2,20,6,0,0,0,1,2,1,1,1,4,40,1,10,2,5620,40,2400,9999999,0
2022,202201,878236,2022010009083,10.01,2022008782361,36,59,320436,4,1,10.01,2,73,6,0,0,0,1,1,1,2,1,0,2,3,30,1,9920,0,17600,9999999,0
2022,202201,878246,2022010009177,680.68,2022008782461,36,0,100036,3,1,680.68,1,38,2,0,0,0,1,2,1,1,1,4,40,3,30,1,9920,0,0,9999999,0
2022,202201,878256,2022010009380,80.08,2022008782561,36,0,20036,3,1,80.08,1,19,6,0,0,0,1,2,1,1,1,5,50,3,30,1,9920,0,0,9999999,0
2022,202201,878266,2022010009470,680.68,2022008782661,36,0,220136,3,1,680.68,2,55,5,0,0,1,1,1,1,2,1,3,30,3,30,1,9920,0,0,9999999,0
2022,202201,878276,2022010009609,180.18,2022008782761,36,29,120736,3,1,180.18,2,80,4,0,0,0,1,1,1,2,1,10,101,3,30,1,9920,0,17900,9999999,0
2022,202201,878286,2022010009725,80.08,2022008782861,36,103,330536,4,1,80.08,1,20,6,0,0,0,1,1,1,2,1,6,63,1,10,2,5860,30,6500,9999999,0
2022,202201,878296,2022010009852,520.52,2022008782961,36,109,230036,4,1,520.52,1,18,6,0,0,0,1,1,1,2,1,7,71,3,30,1,4950,0,4000,9999999,0
2022,202201,878306,2022010010004,110.11,2022008783061,36,93,170036,4,1,110.11,1,39,6,0,0,0,1,2,1,1,1,6,64,3,30,1,4220,40,2400,9999999,0
2022,202201,878316,2022010010147,430.43,2022008783161,36,59,321236,3,1,430.43,2,82,2,0,0,0,1,1,1,2,1,6,63,3,30,1,9920,0,0,9999999,0
2022,202201,878326,2022010010238,710.71,2022008783261,36,5,426336,4,1,710.71,1,19,6,0,0,0,1,1,1,2,1,6,63,1,12,2,5860,13,5500,9999999,0
2022,202201,878336,2022010010405,610.61,2022008783361,36,0,70436,3,1,610.61,1,17,6,0,0,0,1,2,1,2,1,5,50,3,30,1,5620,20,5600,9999999,0
2022,202201,878346,2022010010583,550.55,2022008783461,36,0,100036,3,1,550.55,1,39,3,0,0,0,1,1,1,2,1,4,40,3,30,1,9920,0,0,9999999,0
2022,202201,878356,2022010010695,910.91,2022008783561,36,5,420536,4,1,910.91,1,58,6,4,498,0,1,1,1,1,2,3,30,3,30,1,9720,0,9500,9999999,0
2022,202201,878366,2022010010834,30.03,2022008783661,36,0,240336,4,1,30.03,2,61,6,0,0,0,1,1,1,2,1,0,2,3,30,1,9920,0,10800,9999999,0
2022,202201,878376,2022010010950,170.17,2022008783761,36,103,330536,3,1,170.17,2,61,4,0,0,0,1,1,1,2,1,7,71,3,30,1,9920,0,12000,9999999,0
2022,202201,878387,2022010011100,1241.24,2022008783871,36,81,440236,4,1,1241.24,2,39,6,0,0,0,1,2,1,1,1,5,50,3,30,1,4600,0,230,9999999,0
2022,202201,878397,2022010011175,730.73,2022008783971,36,61,410836,4,1,730.73,2,27,6,0,0,3,2,1,1,1,1,10,101,1,10,2,2200,9,22700,9999999,0
2022,202201,878407,2022010011286,290.29,2022008784071,36,87,300336,4,1,290.29,2,58,4,0,0,0,1,2,1,1,1,6,61,3,30,1,9920,0,15600,9999999,0
2022,202201,878417,2022010011427,350.35,2022008784171,36,119,311436,4,1,350.35,1,25,6,0,0,3,1,2,1,1,1,8,81,3,30,1,4760,0,0,9999999,0
2022,202201,878427,2022010011529,300.3,2022008784271,36,0,30036,4,1,300.3,1,20,6,4,411,0,1,2,1,1,2,7,71,3,30,1,9920,0,0,9999999,0
2022,202201,878437,2022010011701,520.52,2022008784371,36,5,422136,4,1,520.52,2,23,6,4,498,0,1,2,1,1,1,6,63,1,10,2,4220,20,4490,9999999,0
2022,202201,878447,2022010011808,440.44,2022008784471,36,0,240436,3,1,440.44,1,68,2,0,0,0,1,1,1,2,1,6,64,3,30,1,9920,0,0,9999999,0
2022,202201,878457,2022010011937,880.88,2022008784571,36,61,410336,4,1,880.88,1,37,6,0,0,0,1,2,1,1,1,7,71,3,30,1,9920,0,11600,9999999,0
2022,202201,878467,2022010012093,80.08,2022008784671,36,61,412136,4,1,80.08,1,34,2,0,0,0,1,1,1,2,1,10,101,1,10,2,2050,40,25000,9999999,0
2022,202201,878477,2022010012173,510.51,2022008784771,36,81,440836,4,1,510.51,2,18,6,0,0,0,1,1,1,2,1,6,65,3,30,1,9920,0,0,9999999,0
2022,202201,878487,2022010012326,160.16,2022008784871,36,0,240436,4,1,160.16,1,56,6,0,0,0,1,1,1,2,1,0,2,3,30,1,9920,0,23200,9999999,0
2022,202201,878497,2022010012457,580.58,2022008784971,36,61,416536,4,1,580.58,2,20,6,0,0,0,2,1,1,1,1,7,71,1,10,2,2340,6,2700,9999999,0
2022,202201,878507,2022010012574,710.71,2022008785071,36,1,200136,4,1,710.71,1,22,6,0,0,0,1,1,1,2,1,8,81,3,30,1,4030,20,2700,9999999,0
2022,202201,878517,2022010012671,410.41,2022008785171,36,0,220436,4,1,410.41,1,68,6,0,0,0,1,1,1,2,1,0,2,3,30,1,9920,0,2400,9999999,0
2022,202201,878527,2022010012844,300.3,2022008785271,36,0,30036,4,1,300.3,2,21,6,0,0,0,1,2,1,1,1,7,71,1,10,2,5240,15,3700,9999999,0
2022,202201,878537,2022010012927,90.09,2022008785371,36,0,80036,4,1,90.09,2,77,6,0,0,0,1,2,1,1,1,0,2,3,30,1,9920,0,10100,9999999,0
2022,202201,878547,2022010013012,150.15,2022008785471,36,5,420836,4,1,150.15,2,42,6,0,0,0,1,2,1,1,1,10,101,3,30,1,9920,0,2200,9999999,0
2022,202201,878557,2022010013126,620.62,2022008785571,36,47,430236,3,1,620.62,2,89,6,0,0,0,1,2,1,1,1,1,17,3,30,1,9920,0,12000,9999999,0
2022,202201,878567,2022010013191,1271.27,2022008785671,36,61,412136,4,1,1271.27,2,18,6,0,0,0,1,1,1,2,1,7,71,1,10,2,3950,15,20000,9999999,0
2022,202201,878577,2022010013362,180.18,2022008785771,36,47,430836,4,1,180.18,1,64,6,0,0,0,1,1,1,2,1,6,63,3,30,1,6520,0,4600,9999999,0
2022,202201,878587,2022010013483,570.57,2022008785871,36,29,120736,3,1,570.57,2,95,5,0,0,0,1,1,1,2,1,6,63,3,30,1,9920,0,16700,9999999,0
2022,202201,878597,2022010013638,200.2,2022008785971,36,5,420936,4,1,200.2,2,52,6,0,0,0,1,1,1,2,1,10,101,3,30,1,9920,0,14700,9999999,0
2022,202201,878607,2022010013791,500.5,2022008786071,36,109,230036,4,1,500.5,2,21,6,0,0,0,1,1,1,2,1,7,71,3,30,1,4050,0,0,9999999,0
2022,202201,878617,2022010013900,290.29,2022008786171,36,0,40336,4,1,290.29,2,18,6,0,0,0,1,1,1,2,1,6,63,3,30,1,4510,8,3700,9999999,0
2022,202201,878627,2022010014010,220.22,2022008786271,36,5,420936,4,1,220.22,1,58,6,0,0,0,1,1,1,2,1,6,61,3,30,1,9920,0,14400,9999999,0
2022,202201,878637,2022010014102,620.62,2022008786371,36,0,250036,4,1,620.62,1,18,6,0,0,0,1,1,1,2,1,6,63,3,30,1,5620,25,6700,9999999,0
2022,202201,878647,2022010014236,340.34,2022008786471,36,119,310336,3,1,340.34,1,15,6,4,414,3,1,1,1,2,2,3,30,0,0,0,9920,0,0,9999999,0
2022,202201,878657,2022010014365,60.06,2022008786571,36,0,270136,3,1,60.06,1,42,2,4,498,0,1,1,1,1,2,4,40,3,30,1,9920,0,0,9999999,0
2022,202201,878667,2022010014466,660.66,2022008786671,36,5,422136,4,1,660.66,2,24,6,4,460,2,1,1,1,1,2,3,30,1,10,2,3600,20,3600,9999999,0
2022,202201,878677,2022010014723,280.28,2022008786771,36,47,431136,3,1,280.28,2,91,6,0,0,0,2,1,1,1,1,6,63,3,30,1,9920,0,20100,9999999,0
2022,202201,878687,2022010014917,670.67,2022008786871,36,29,120636,4,1,670.67,2,18,6,0,0,0,2,2,1,1,1,7,71,3,30,1,4000,7,100,9999999,0
2022,202201,878697,2022010015088,70.07,2022008786971,36,0,240336,3,1,70.07,1,51,6,0,0,0,1,2,1,1,1,4,40,3,30,1,9920,0,0,9999999,0
2022,202201,878707,2022010015240,30.03,2022008787071,36,29,120636,4,1,30.03,2,21,6,0,0,0,1,1,1,2,1,6,64,3,30,1,4720,0,0,9999999,0
2022,202201,878717,2022010015325,330.33,2022008787171,36,119,310336,4,1,330.33,2,21,6,2,200,0,1,1,1,2,1,7,71,1,10,2,2340,6,5000,9999999,0
2022,202201,878727,2022010015542,80.08,2022008787271,36,0,280436,4,1,80.08,2,67,6,0,0,0,1,2,1,1,1,6,63,3,30,1,9920,0,15600,9999999,0
2022,202201,878737,2022010015642,1371.37,2022008787371,36,0,80036,4,1,1371.37,1,18,6,0,0,0,1,2,1,2,1,5,50,3,30,1,5240,7,4000,9999999,0
2022,202201,878747,2022010015821,80.08,2022008787471,36,93,170036,4,1,80.08,2,95,6,0,0,0,1,1,1,2,1,11,114,3,30,1,9920,0,0,9999999,0
2022,202201,878757,2022010015900,50.05,2022008787571,36,5,420936,4,1,50.05,1,19,6,0,0,0,1,2,1,1,1,3,30,1,10,2,4130,15,160,9999999,0
2022,202201,878767,2022010016077,530.53,2022008787671,36,0,220136,4,1,530.53,2,19,6,0,0,0,2,1,1,1,1,7,71,3,30,1,9920,0,0,9999999,0
2022,202201,878777,2022010016278,140.14,2022008787771,36,103,330636,4,1,140.14,2,73,6,0,0,0,1,1,1,2,1,0,2,3,30,1,9920,0,2500,9999999,0
2022,202201,878787,2022010016374,30.03,2022008787871,36,0,70436,3,1,30.03,1,26,6,0,0,0,1,2,1,1,1,5,50,3,30,1,9920,0,0,9999999,0
2022,202201,878797,2022010016520,690.69,2022008787971,36,29,120536,3,1,690.69,2,85,5,0,0,0,1,1,1,2,1,6,63,3,30,1,9920,0,10700,9999999,0
2022,202201,878807,2022010016682,460.46,2022008788071,36,103,330436,3,1,460.46,1,95,5,0,0,0,1,1,1,2,1,5,50,3,30,1,9920,0,50500,9999999,0
2022,202201,878817,2022010016809,60.06,2022008788171,36,0,160036,3,1,60.06,1,34,2,4,498,3,1,1,1,1,2,2,22,3,30,1,9920,0,0,9999999,0
2022,202201,878827,2022010016932,80.08,2022008788271,36,0,20036,3,1,80.08,1,30,6,0,0,0,1,2,1,1,1,6,63,3,30,1,9920,0,0,9999999,0
2022,202201,878837,2022010017146,830.83,2022008788371,36,89,10036,4,1,830.83,1,21,6,0,0,0,1,1,1,2,1,7,71,3,30,1,1530,40,9000,9999999,0
2022,202201,878847,2022010017326,70.07,2022008788471,36,0,220136,4,1,70.07,2,38,6,0,0,0,1,1,1,2,1,6,61,3,30,1,9920,0,0,9999999,0
2022,202201,878857,2022010017436,990.99,2022008788571,36,61,412136,4,1,990.99,1,20,6,4,498,0,1,1,1,2,2,7,71,3,30,1,9920,0,0,9999999,0
2022,202201,878867,2022010017578,380.38,2022008788671,36,55,90236,3,1,380.38,2,89,6,0,0,0,1,1,1,2,1,6,63,3,30,1,9920,0,22600,9999999,0
2022,202201,878877,2022010017706,830.83,2022008788771,36,119,311036,4,1,830.83,2,19,6,4,460,0,1,2,1,1,1,6,63,1,10,2,4030,12,1000,9999999,0
2022,202201,878887,2022010017833,550.55,2022008788871,36,63,110136,3,1,550.55,2,53,2,0,0,0,1,1,1,2,1,6,63,3,30,1,9920,0,0,9999999,0
2022,202201,878897,2022010018001,1021.02,2022008788971,36,61,410936,4,1,1021.02,2,28,6,0,0,3,2,1,1,1,1,10,101,3,30,1,9920,0,0,9999999,0
2022,202201,878907,2022010018103,330.33,2022008789071,36,0,270236,3,1,330.33,2,77,5,0,0,0,1,1,1,2,1,8,81,3,30,1,9920,0,3500,9999999,0
2022,202201,878917,2022010018269,700.7,2022008789171,36,119,311436,4,1,700.7,2,21,6,0,0,0,1,2,1,2,1,6,63,3,30,1,4150,30,17300,9999999,0
2022,202201,878927,2022010018387,920.92,2022008789271,36,5,426336,4,1,920.92,2,22,6,4,428,3,1,1,1,1,2,7,71,2,20,2,9920,0,0,9999999,0
2022,202201,878937,2022010018511,630.63,2022008789371,36,0,40236,3,1,630.63,1,39,3,4,498,0,1,1,1,2,2,3,30,3,30,1,9920,0,0,9999999,0
2022,202201,878947,2022010018611,480.48,2022008789471,36,55,90436,3,1,480.48,2,89,6,0,0,0,1,1,1,2,1,6,63,3,30,1,9920,0,22600,9999999,0
2022,202201,878957,2022010018783,80.08,2022008789571,36,0,270236,3,1,80.08,2,95,5,0,0,0,1,1,1,2,1,6,63,3,30,1,9920,0,24000,9999999,0
2022,202201,878967,2022010018930,200.2,2022008789671,36,61,416536,4,1,200.2,1,59,2,0,0,0,1,2,1,1,1,6,64,3,30,1,9920,0,0,9999999,0
2022,202201,878977,2022010019110,310.31,2022008789771,36,29,120736,3,1,310.31,2,87,5,0,0,0,1,1,1,2,1,7,71,3,30,1,9920,0,21100,9999999,0
2022,202201,878987,2022010019231,110.11,2022008789871,36,119,311436,4,1,110.11,2,80,6,0,0,0,1,1,1,2,1,10,101,3,30,1,9920,0,7700,9999999,0
2022,202201,878997,2022010019368,10.01,2022008789971,36,0,70136,4,1,10.01,2,19,6,4,498,0,1,1,1,2,1,7,71,3,30,1,4110,25,6000,9999999,0
2022,202201,879007,2022010019521,180.18,2022008790071,36,0,50036,4,1,180.18,1,22,6,1,100,0,1,1,1,1,2,6,63,1,14,2,9820,40,18000,9999999,0
2022,202201,879017,2022010019658,530.53,2022008790171,36,0,30036,3,1,530.53,1,66,4,0,0,0,1,1,1,2,1,6,64,3,30,1,9920,0,0,9999999,0
2022,202201,879027,2022010019766,540.54,2022008790271,36,29,120336,4,1,540.54,2,22,6,0,0,0,1,1,1,2,1,0,2,3,30,1,9920,0,15000,9999999,0
2022,202201,879037,2022010019861,840.84,2022008790371,36,0,150036,4,1,840.84,2,21,6,0,0,0,1,1,1,2,1,7,71,3,30,1,5860,0,400,9999999,0
2022,202201,879047,2022010020050,220.22,2022008790471,36,0,240436,3,1,220.22,1,32,6,0,0,0,1,1,1,2,1,6,65,3,30,1,6260,0,0,9999999,0
2022,202201,879057,2022010020215,30.03,2022008790571,36,29,120536,4,1,30.03,2,80,6,0,0,0,1,1,1,2,1,10,101,3,30,1,9920,0,29600,9999999,0
2022,202201,879067,2022010020391,510.51,2022008790671,36,0,80036,3,1,510.51,1,38,6,0,0,0,1,2,1,1,1,3,30,3,30,1,4220,0,0,9999999,0
2022,202201,879077,2022010020478,570.57,2022008790771,36,103,330436,4,1,570.57,1,18,6,0,0,0,2,1,1,2,1,6,63,3,30,1,4540,15,7700,9999999,0
2022,202201,879087,2022010020658,1011.01,2022008790871,36,47,430836,4,1,1011.01,1,34,2,4,498,3,1,1,1,2,2,6,63,1,10,2,8800,35,14300,9999999,0
2022,202201,879097,2022010020724,30.03,2022008790971,36,47,431736,3,1,30.03,1,15,6,4,412,3,1,1,1,2,2,3,30,0,0,0,9920,0,0,9999999,0
2022,202201,879107,2022010020891,890.89,2022008791071,36,0,70136,4,1,890.89,2,18,6,4,498,0,1,1,1,1,2,6,65,3,30,1,4110,25,6000,9999999,0
2022,202201,879117,2022010021021,520.52,2022008791171,36,0,150036,4,1,520.52,1,18,6,0,0,0,1,1,1,2,1,6,63,3,30,1,5400,10,2000,9999999,0
2022,202201,879127,2022010021086,240.24,2022008791271,36,5,420836,3,1,240.24,1,74,6,0,0,0,1,2,1,1,1,6,63,3,30,1,9920,0,0,9999999,0
2022,202201,879137,2022010021157,620.62,2022008791371,36,0,70136,3,1,620.62,1,66,6,0,0,0,1,1,1,2,1,6,63,3,30,1,9920,0,11600,9999999,0
2022,202201,879147,2022010021308,130.13,2022008791471,36,0,210036,3,1,130.13,1,41,3,0,0,0,1,2,1,1,1,4,40,3,30,1,9920,0,0,9999999,0
2022,202201,879157,2022010021411,530.53,2022008791571,36,5,420836,4,1,530.53,1,52,6,0,0,0,1,2,1,1,1,3,30,3,30,1,9920,0,12100,9999999,0
2022,202201,879167,2022010021559,770.77,2022008791671,36,0,220136,3,1,770.77,2,29,6,4,498,0,1,1,1,1,2,6,65,3,30,1,9920,0,600,9999999,0
2022,202201,879177,2022010021661,440.44,2022008791771,36,5,426336,4,1,440.44,2,19,2,0,0,3,1,1,1,2,1,6,63,3,30,1,9920,0,0,9999999,0
2022,202201,879187,2022010021770,80.08,2022008791871,36,0,270236,3,1,80.08,2,72,6,0,0,0,1,1,1,2,1,10,101,3,30,1,9920,0,13000,9999999,0
